person,modelo_mas_visitado,region_persona,pais,evento_predominante_mes_5,semana_mas_interactuante,device_type,channel_frecuente
4a872fcc,iPhone 5s,Unknown,Brazil,ad campaign hit,Fifth,Smartphone,Paid
c6f24888,Samsung Galaxy J5,Sao Paulo,Brazil,viewed product,Fifth,Computer,Paid
5e4df6a3,iPhone 7,Sao Paulo,Brazil,viewed product,Fourth,Computer,Paid
a7518f5d,iPhone 6,Sao Paulo,Brazil,viewed product,Fourth,Smartphone,Paid
70a73575,iPhone 5s,Sao Paulo,Brazil,viewed product,Second,Computer,Paid
eed62cb2,Samsung Galaxy J5,Unknown,Brazil,visited site,Fourth,Smartphone,Paid
f077320c,Samsung Galaxy S7,Sao Paulo,Brazil,viewed product,Fourth,Tablet,Paid
214bd22c,iPhone 6,Pernambuco,Brazil,viewed product,Fourth,Computer,Paid
6ce83b7c,iPhone 7,Alagoas,Brazil,viewed product,Fourth,Computer,Referral
5d8d047d,Motorola Moto G4 Plus,Alagoas,Brazil,viewed product,Third,Computer,Paid
c29f58e0,Samsung Galaxy J7,Para,Brazil,viewed product,Fourth,Computer,Paid
d351a997,LG G5 SE,Sao Paulo,Brazil,ad campaign hit,Fourth,Smartphone,Paid
28a73225,Samsung Galaxy J7 Prime,Unknown,Brazil,searched products,Fifth,Smartphone,Paid
6381938d,Motorola Moto G3 4G,Espirito Santo,Brazil,visited site,Fourth,Smartphone,Referral
f0165d5e,iPhone 6 Plus,Sao Paulo,Brazil,viewed product,Fourth,Computer,Paid
75160332,Samsung Galaxy J5,Sao Paulo,Brazil,ad campaign hit,Fourth,Smartphone,Paid
7cd4227d,Samsung Galaxy S8,Mato Grosso do Sul,Brazil,visited site,Fourth,Smartphone,Paid
bdafd3cc,Samsung Galaxy S7 Edge,Alagoas,Brazil,viewed product,Fourth,Computer,Organic
203b1a72,iPhone 6 Plus,Sao Paulo,Brazil,viewed product,Third,Computer,Direct
a012d449,Samsung Galaxy S7,Sao Paulo,Brazil,checkout,Fourth,Computer,Organic
da280b54,Samsung Galaxy S7,Ceara,Brazil,viewed product,Fourth,Computer,Direct
81f1f85a,Samsung Galaxy Win Duos,Rio de Janeiro,Brazil,viewed product,Fourth,Computer,Paid
efbc2d3d,Motorola Moto X Force,Parana,Brazil,ad campaign hit,Fourth,Computer,Paid
f6d659ca,Samsung Galaxy S8,Sao Paulo,Brazil,viewed product,Fourth,Computer,Direct
0471cda1,iPhone 6S,Sao Paulo,Brazil,viewed product,Fourth,Tablet,Paid
5497b0f6,Samsung Galaxy J7 Prime,Sao Paulo,Brazil,viewed product,Fourth,Computer,Paid
2df27f62,LG G5 SE,Piaui,Brazil,visited site,Fourth,Smartphone,Paid
86034561,Samsung Galaxy J7 Prime,Bahia,Brazil,checkout,Fourth,Computer,Paid
b19520d0,0,0,0,checkout,Fourth,Computer,Referral
c8746ced,Samsung Galaxy Gran Prime Duos TV,Espirito Santo,Brazil,visited site,Fourth,Computer,Direct
4f2e6588,Samsung Galaxy Note 8,Sao Paulo,Brazil,viewed product,Fourth,Smartphone,Direct
29f0b2ca,0,0,0,visited site,Fourth,Smartphone,Direct
cb4da005,0,0,0,checkout,Fourth,Computer,Referral
2abe2632,Motorola Moto Z,Amazonas,Brazil,ad campaign hit,Fourth,Computer,Paid
1d541bb0,iPhone 5s,Sao Paulo,Brazil,viewed product,Second,Computer,Paid
02ff33f4,iPhone 5s,Mato Grosso do Sul,Brazil,visited site,Fourth,Smartphone,Paid
b84e0abd,0,0,0,checkout,Fourth,,
09eaaffd,Samsung Galaxy Win Duos,Minas Gerais,Brazil,ad campaign hit,Fourth,Smartphone,Direct
78ee38e7,iPhone 7,Minas Gerais,Brazil,viewed product,Fourth,Smartphone,Organic
6998ec19,Samsung Galaxy A7 2017,Sao Paulo,Brazil,brand listing,Fourth,Smartphone,Referral
0824c55d,0,0,0,brand listing,Fourth,,
0d677e8a,iPhone 6,Rio de Janeiro,Brazil,brand listing,Fourth,Computer,Paid
1b3c4385,iPhone 6,Federal District,Brazil,viewed product,Fourth,Computer,Paid
33d9b8f4,Samsung Galaxy J5,Unknown,Brazil,visited site,Fourth,Smartphone,Social
17b54385,Samsung Galaxy Gran Prime Duos TV,Rio de Janeiro,Brazil,ad campaign hit,Fourth,Computer,Paid
9d96cd70,Samsung Galaxy S8,Rio Grande do Sul,Brazil,generic listing,Fourth,Smartphone,Organic
57b7ecd9,Samsung Galaxy J2 4G Duos TV,Minas Gerais,Brazil,visited site,Fourth,Computer,Paid
f87d0dc7,iPhone 6 Plus,Unknown,Brazil,viewed product,Fourth,Computer,Organic
0c02eff2,Samsung Galaxy Core Plus Duos TV,Piaui,Brazil,brand listing,Fourth,Smartphone,Organic
016d0c8f,Samsung Galaxy J7 Prime,Unknown,Brazil,generic listing,Fourth,Smartphone,Organic
ff884f1a,Samsung Galaxy S7 Edge,Sao Paulo,Brazil,viewed product,Fourth,Computer,Paid
e93308e6,Samsung Galaxy A5 2017,Amazonas,Brazil,viewed product,Fourth,Computer,Referral
82288d35,0,0,0,visited site,Fourth,Smartphone,Direct
2e451c65,Samsung Galaxy S7,Sao Paulo,Brazil,visited site,Fourth,Smartphone,Paid
5d3d1de4,Samsung Galaxy S6 Edge,Rio Grande do Norte,Brazil,visited site,Fourth,Smartphone,Paid
9cfbc255,iPhone 5s,Alagoas,Brazil,viewed product,Fourth,Smartphone,Paid
49bbf622,Motorola Moto Z2 Play,Sao Paulo,Brazil,visited site,Fourth,Smartphone,Paid
4ad9b7b9,Samsung Galaxy S5,Santa Catarina,Brazil,viewed product,Fourth,Computer,Paid
442e8df0,Motorola Moto Z2 Play,Mato Grosso,Brazil,checkout,Fourth,Smartphone,Paid
5492dd0e,Motorola Moto G4 Plus,Santa Catarina,Brazil,ad campaign hit,Fourth,Smartphone,Paid
4cd743a4,Samsung Galaxy J5,Unknown,Brazil,viewed product,Fourth,Smartphone,Paid
edda4d42,iPhone 5s,Maranhao,Brazil,viewed product,Fourth,Computer,Direct
9b76074e,Motorola Moto G2 3G Dual,Unknown,Brazil,visited site,Fourth,Smartphone,Paid
1d919686,Samsung Galaxy S7,Unknown,Brazil,viewed product,Fourth,Smartphone,Paid
c4133ee9,LG G5 SE,Minas Gerais,Brazil,viewed product,Fourth,Computer,Paid
03dde3a4,Motorola Moto Z2 Play,Rio de Janeiro,Brazil,viewed product,Fourth,Smartphone,Paid
a3a8b6d4,Samsung Galaxy S5 Mini Duos,Sao Paulo,Brazil,brand listing,Fourth,Computer,Direct
c76545b1,Samsung Galaxy Core 2 Duos,Unknown,Brazil,viewed product,Fourth,Smartphone,Referral
2e3c1d35,iPhone 7,Minas Gerais,Brazil,viewed product,Fourth,Computer,Organic
265fdee2,iPhone 6S Plus,Ceara,Brazil,viewed product,Fourth,Smartphone,Paid
432d5245,iPhone 6 Plus,Rio de Janeiro,Brazil,viewed product,Fourth,Smartphone,Organic
39c4275f,Motorola Moto X Style,Sao Paulo,Brazil,searched products,Fourth,Smartphone,Direct
b5e84225,Samsung Galaxy J5,North,France,viewed product,Fourth,Smartphone,Paid
74548c41,iPhone 7,Unknown,Brazil,brand listing,Fourth,Computer,Direct
295b829c,Samsung Galaxy S6 Edge,Unknown,Brazil,ad campaign hit,Fifth,Smartphone,Paid
26047132,Samsung Galaxy Gran Prime Duos TV,Minas Gerais,Brazil,visited site,Fourth,Smartphone,Paid
3f682e2c,iPhone 6S,Rio de Janeiro,Brazil,viewed product,Fourth,Smartphone,Paid
b891d65d,Samsung Galaxy J5,Unknown,Unknown,viewed product,Fourth,Computer,Paid
1540855b,iPhone SE,Federal District,Brazil,viewed product,Fourth,Smartphone,Paid
317dd228,iPhone 6,Sao Paulo,Brazil,visited site,Fourth,Smartphone,Paid
7d4cec36,iPhone 6 Plus,Sao Paulo,Brazil,viewed product,Fourth,Computer,Paid
1063fd61,iPhone 5s,Bahia,Brazil,checkout,Fourth,Smartphone,Paid
2438f7a5,Samsung Galaxy J5,Ceara,Brazil,viewed product,Fourth,Smartphone,Paid
fdfd1612,iPhone 7,Federal District,Brazil,viewed product,Third,Computer,Organic
7cdab0cc,Motorola Moto G5 Plus,Espirito Santo,Brazil,visited site,Fourth,Computer,Paid
3397b405,Samsung Galaxy J2 4G Duos TV,Bahia,Brazil,ad campaign hit,Fourth,Computer,Paid
ff3cf8bf,iPhone X,Minas Gerais,Brazil,visited site,Fourth,Smartphone,Direct
fc9b87d2,Samsung Galaxy J5,Ceara,Brazil,ad campaign hit,Second,Smartphone,Paid
ad0d48a4,iPhone 6 Plus,Unknown,Brazil,viewed product,Fourth,Smartphone,Paid
37de6da7,0,0,0,visited site,Fourth,Smartphone,Paid
9d05d75f,Samsung Galaxy A7 2017,Unknown,Brazil,viewed product,Fourth,Smartphone,Paid
66e59710,0,0,0,visited site,Third,Smartphone,Direct
085ef200,Motorola Moto G4 Plus,Unknown,Brazil,viewed product,Fourth,Smartphone,Organic
c91ce662,iPhone 6S,Sao Paulo,Brazil,brand listing,Fourth,Smartphone,Organic
e4dc562a,Samsung Galaxy Note 4,Unknown,Brazil,viewed product,Fourth,Computer,Organic
7651d30a,Samsung Galaxy A5,Unknown,Brazil,visited site,Fourth,Smartphone,Paid
f83a8041,iPhone 5s,Sao Paulo,Brazil,search engine hit,Fourth,Smartphone,Paid
0697a4c2,iPhone 7 Plus,Rio de Janeiro,Brazil,ad campaign hit,Fourth,Computer,Paid
da3eba1b,iPhone 6,Unknown,Unknown,viewed product,Fourth,Computer,Paid
c3939c6c,Samsung Galaxy J5,Sao Paulo,Brazil,viewed product,Fourth,Computer,Paid
8098ea5b,Samsung Galaxy Win Duos,Minas Gerais,Brazil,viewed product,Fourth,Smartphone,Paid
2c76c52f,iPhone 6S,Minas Gerais,Brazil,searched products,Fourth,Smartphone,Organic
3b2b33a7,Motorola Moto G5 Plus,Goias,Brazil,viewed product,Fourth,Smartphone,Organic
a43fb1de,Samsung Galaxy Note 8,Sao Paulo,Brazil,visited site,Fourth,Smartphone,Paid
b8a41b7d,Samsung Galaxy Core 2 Duos,Sao Paulo,Brazil,viewed product,Fourth,Smartphone,Paid
9167d041,Motorola Moto G4 Play DTV,Sao Paulo,Brazil,viewed product,Fourth,Smartphone,Paid
07f124fe,Samsung Galaxy S5,Sao Paulo,Brazil,ad campaign hit,Fourth,Smartphone,Paid
257452e7,Samsung Galaxy S8,Ceara,Brazil,viewed product,Fourth,Smartphone,Referral
33b09528,iPhone 5,Sao Paulo,Brazil,viewed product,Fourth,Smartphone,Paid
d924c54a,iPhone 6,Alagoas,Brazil,viewed product,Fourth,Computer,Organic
399207af,Samsung Galaxy A5,Maranhao,Brazil,viewed product,Third,Computer,Paid
67d80b1e,0,0,0,checkout,Fourth,Smartphone,Social
406b5d8a,iPhone 5s,Pernambuco,Brazil,viewed product,Fourth,Smartphone,Paid
c756630f,Samsung Galaxy S8,Unknown,Unknown,viewed product,Fourth,Computer,Paid
e8b6f3f5,Samsung Galaxy Note 5,Sao Paulo,Brazil,viewed product,Fourth,Smartphone,Paid
8b2253d8,Samsung Galaxy J1 2016,Sao Paulo,Brazil,viewed product,Fourth,Computer,Paid
9d12a5c5,Samsung Galaxy S7 Edge,Unknown,Brazil,viewed product,Fourth,Tablet,Paid
e799b388,iPhone 5s,Rio de Janeiro,Brazil,viewed product,Fourth,Smartphone,Paid
17071ac1,iPhone 6 Plus,Parana,Brazil,viewed product,Fourth,Smartphone,Direct
ab63fd7e,Samsung Galaxy S8 Plus,Sao Paulo,Brazil,viewed product,Fourth,Smartphone,Referral
395d4a67,iPhone 6,Para,Brazil,viewed product,Second,Computer,Direct
f02fe321,iPhone 5c,Sao Paulo,Brazil,viewed product,Fourth,Smartphone,Paid
1b835cc0,iPhone 7,Unknown,Brazil,viewed product,Fourth,Computer,Organic
6bfdc083,Motorola Moto G2 3G Dual,Sao Paulo,Brazil,viewed product,Fourth,Smartphone,Organic
8f9d80f9,Samsung Galaxy J5,Mato Grosso do Sul,Brazil,checkout,Fourth,Smartphone,Paid
40b83d14,iPhone 5s,Para,Brazil,viewed product,Fourth,Smartphone,Paid
a28cb2f2,Motorola Moto G2 3G Dual,Minas Gerais,Brazil,visited site,Fourth,Computer,Paid
09eb8d77,Samsung Galaxy Note 8,Unknown,Brazil,viewed product,Fourth,Computer,Direct
5b50049d,iPhone SE,Unknown,Brazil,viewed product,Fourth,Smartphone,Paid
bf713bac,iPhone 5,Sao Paulo,Brazil,brand listing,Fourth,Computer,Organic
2aa19568,iPhone 6,Rio Grande do Sul,Brazil,viewed product,Fourth,Smartphone,Organic
58ebb51c,LG G4 H818P,Pernambuco,Brazil,viewed product,Fourth,Smartphone,Organic
b36dcd89,iPhone 5s,Para,Brazil,visited site,Fourth,Smartphone,Paid
f7fed880,Samsung Galaxy S5,Sao Paulo,Brazil,brand listing,Fourth,Smartphone,Direct
3c0f064c,Samsung Galaxy E5 4G Duos,Ceara,Brazil,searched products,Fourth,Computer,Organic
445b333c,Samsung Galaxy A7 2017,Sao Paulo,Brazil,viewed product,Fourth,Smartphone,Direct
ad9ac35b,iPhone 5c,Ceara,Brazil,viewed product,Fourth,Smartphone,Paid
ec636756,iPhone 6,Unknown,Brazil,viewed product,Fourth,Smartphone,Referral
bb2f01e9,iPhone 5c,Parana,Brazil,viewed product,Fifth,Smartphone,Paid
3a9f6210,Samsung Galaxy S8,Ceara,Brazil,checkout,Fourth,Smartphone,Paid
911d9ae2,Samsung Galaxy J5,Unknown,Brazil,search engine hit,Fourth,Smartphone,Paid
36415fcb,Samsung Galaxy J7,Unknown,Brazil,viewed product,Fourth,Smartphone,Organic
47d8de9a,Samsung Galaxy J7,Minas Gerais,Brazil,viewed product,Fourth,Smartphone,Paid
2ba7dedb,Samsung Galaxy S7 Edge,Rio de Janeiro,Brazil,viewed product,Fourth,Computer,Paid
7f54de7f,iPhone 6,Sao Paulo,Brazil,generic listing,Fourth,Tablet,Organic
d5c6f4fb,Samsung Galaxy J5,Pernambuco,Brazil,ad campaign hit,Third,Smartphone,Paid
ef43d670,iPhone 6,Parana,Brazil,viewed product,Fourth,Smartphone,Referral
99c8dbb9,Samsung Galaxy S7,Paraíba,Brazil,viewed product,Fourth,Smartphone,Paid
a327dfdc,iPhone 5c,Sao Paulo,Brazil,viewed product,Fourth,Computer,Direct
67cb4e1b,Samsung Galaxy S7,Santa Catarina,Brazil,brand listing,Fourth,Computer,Paid
34abcf99,iPhone 7 Plus,Rio de Janeiro,Brazil,viewed product,Fourth,Computer,Direct
749695bb,Samsung Galaxy S6 Edge,Santa Catarina,Brazil,viewed product,Fourth,Computer,Paid
b32667ce,Samsung Galaxy Note 8,Minas Gerais,Brazil,viewed product,Fourth,Smartphone,Paid
9c7ca20d,iPhone 7 Plus,Sao Paulo,Brazil,viewed product,Fourth,Smartphone,Paid
eadfb9a1,Lenovo Vibe A7010 Dual Chip,Unknown,Brazil,viewed product,Fourth,Smartphone,Paid
36f34068,Samsung Galaxy S6 Flat,Rio de Janeiro,Brazil,visited site,Fourth,Smartphone,Social
6f1ef4f0,iPhone 6,Minas Gerais,Brazil,viewed product,Fourth,Computer,Paid
c66373a9,iPhone 6S,Minas Gerais,Brazil,viewed product,Fourth,Smartphone,Paid
a95e63b0,Motorola Moto G3 HDTV,Minas Gerais,Brazil,brand listing,Fourth,Computer,Paid
79d61471,Motorola Moto G2 3G Dual,Maranhao,Brazil,viewed product,Fourth,Computer,Paid
b7678201,Samsung Galaxy Note 3,Espirito Santo,Brazil,viewed product,Fourth,Computer,Paid
677b4089,iPhone 5s,Unknown,Brazil,search engine hit,Fourth,Smartphone,Paid
eadec66a,iPhone 6S,Unknown,Brazil,viewed product,Fourth,Smartphone,Referral
62aec176,iPhone 6,Rio de Janeiro,Brazil,viewed product,Fourth,Smartphone,Paid
47f12ec3,iPhone 5s,Unknown,Brazil,search engine hit,Fourth,Smartphone,Paid
908090f0,iPhone 5s,California,United States,search engine hit,Fourth,Smartphone,Paid
09d0b3d9,iPhone SE,Sao Paulo,Brazil,visited site,Fourth,Smartphone,Paid
9a0abd52,Samsung Galaxy S6 Flat,Parana,Brazil,visited site,Fourth,Smartphone,Paid
0dff1cec,Samsung Galaxy S6 Edge,Rio de Janeiro,Brazil,visited site,Fourth,Smartphone,Paid
8eca2a52,LG K10 TV,Minas Gerais,Brazil,visited site,Fourth,Smartphone,Paid
3c22e5b0,iPhone X,Unknown,Brazil,ad campaign hit,Fourth,Smartphone,Paid
8729b711,iPhone 6 Plus,Bahia,Brazil,viewed product,Fourth,Smartphone,Paid
09eb0cc0,Motorola Moto G3 HDTV,Minas Gerais,Brazil,ad campaign hit,Fourth,Computer,Paid
498359bc,Samsung Galaxy J5 Prime,Tocantins,Brazil,viewed product,Fourth,Computer,Paid
7b2e9ef2,Motorola Moto Z,Sao Paulo,Brazil,searched products,Fourth,Smartphone,Paid
885309d4,iPhone 6S,Sao Paulo,Brazil,checkout,Fourth,Smartphone,Direct
cc2b4740,iPhone SE,Rio Grande do Sul,Brazil,viewed product,Fourth,Smartphone,Referral
9fb73440,iPhone 6 Plus,Amazonas,Brazil,viewed product,Fourth,Smartphone,Paid
a26cf016,Samsung Galaxy Note 8,Parana,Brazil,visited site,Fourth,Smartphone,Paid
8f71033c,Samsung Galaxy J7 Prime,Federal District,Brazil,visited site,Fourth,Smartphone,Paid
86b89f44,iPhone 5,Sao Paulo,Brazil,searched products,Fourth,Smartphone,Referral
d40200e1,LG G3 D855,Sao Paulo,Brazil,viewed product,Fourth,Computer,Paid
6989632d,Samsung Galaxy S7 Edge,Unknown,Brazil,viewed product,First,Smartphone,Referral
b8385bbc,Samsung Galaxy J7,Unknown,Brazil,viewed product,Fourth,Computer,Direct
d17a7ac2,iPhone 6S,Espirito Santo,Brazil,viewed product,Fourth,Smartphone,Direct
b490360e,iPhone 5s,Minas Gerais,Brazil,ad campaign hit,Fourth,Smartphone,Paid
2623b6f1,Samsung Galaxy S8,Santa Catarina,Brazil,viewed product,Fourth,Smartphone,Paid
67debcf2,iPhone 6S Plus,Sao Paulo,Brazil,ad campaign hit,Fourth,Smartphone,Paid
9804628e,Samsung Galaxy S6 Flat,Sao Paulo,Brazil,checkout,Fourth,Computer,Referral
ddcd128c,iPhone 5c,Unknown,Brazil,viewed product,Fifth,Tablet,Paid
9e672c88,iPhone 6S,Amazonas,Brazil,ad campaign hit,Fourth,Smartphone,Paid
0be95771,Samsung Galaxy A5 2017,Minas Gerais,Brazil,brand listing,Fourth,Computer,Paid
509a5c07,Samsung Galaxy S6 Edge Plus,Rio de Janeiro,Brazil,viewed product,Fourth,Computer,Paid
a94e75c2,iPhone 7 Plus,Sao Paulo,Brazil,ad campaign hit,Fourth,Smartphone,Paid
a0398355,iPhone SE,Sao Paulo,Brazil,viewed product,Fourth,Smartphone,Paid
5b3ca099,Motorola Moto G4 Plus,Sao Paulo,Brazil,viewed product,Fourth,Smartphone,Paid
be5e9dad,Motorola Moto G3 4G,Unknown,Unknown,viewed product,Fourth,Computer,Paid
b07c5523,iPhone 6,Ceara,Brazil,viewed product,Fourth,Computer,Organic
063af87d,Samsung Galaxy S5,Bahia,Brazil,visited site,Fourth,Smartphone,Paid
e519a35c,iPhone 7 Plus,Rio de Janeiro,Brazil,visited site,Fourth,Smartphone,Paid
67a5562e,iPhone 6S,Sao Paulo,Brazil,viewed product,Fourth,Computer,Direct
5c7cddba,iPhone 7 Plus,Sao Paulo,Brazil,viewed product,Fourth,Smartphone,Paid
b1040159,Motorola Moto G4 Play DTV,Paraíba,Brazil,searched products,Fourth,Smartphone,Paid
2d97b8ca,iPhone 5s,Unknown,Brazil,viewed product,Fourth,Smartphone,Organic
cdc9c1b9,iPhone 5s,Sao Paulo,Brazil,generic listing,Second,Smartphone,Paid
588bf86c,Samsung Galaxy S7,Sao Paulo,Brazil,viewed product,Fourth,Smartphone,Paid
fdde2b8f,iPhone 6,Sao Paulo,Brazil,viewed product,Fourth,Smartphone,Paid
9f4e771c,Samsung Galaxy S7,Bahia,Brazil,checkout,Fourth,Smartphone,Paid
f1fda0c9,iPhone SE,Rio Grande do Sul,Brazil,ad campaign hit,Fourth,Smartphone,Paid
db73e00a,Samsung Galaxy Gran Prime Duos TV,Sao Paulo,Brazil,viewed product,Fourth,Computer,Paid
ae9ee894,iPhone 5s,Bahia,Brazil,viewed product,Fourth,Smartphone,Direct
b89c4503,Samsung Galaxy J7 2016 Metal,Texas,United States,searched products,Fourth,Smartphone,Direct
de700741,iPhone 5,Unknown,Brazil,visited site,Fourth,Smartphone,Referral
653ff941,iPhone 6,Rio de Janeiro,Brazil,viewed product,Fourth,Smartphone,Referral
c106147d,Motorola Moto G4 Plus,Bahia,Brazil,viewed product,Fourth,Smartphone,Referral
63ec8028,Motorola Moto X Force,Paraíba,Brazil,viewed product,Fourth,Smartphone,Organic
753a61bf,Samsung Galaxy S6 Flat,Unknown,Brazil,viewed product,Fourth,Smartphone,Organic
1e2c94eb,Samsung Galaxy J5 PRO,Pernambuco,Brazil,searched products,Fourth,Computer,Organic
b585cde9,iPhone 6S,Sao Paulo,Brazil,brand listing,Fourth,Computer,Direct
7908cfb1,Motorola Moto E2 3G Dual,Minas Gerais,Brazil,viewed product,Fourth,Computer,Organic
4dcacb28,iPhone 5,Rondonia,Brazil,generic listing,Fourth,Smartphone,Organic
01067e00,iPhone 5s,Rio Grande do Norte,Brazil,ad campaign hit,Fourth,Smartphone,Paid
a2b49387,iPhone 6,Sao Paulo,Brazil,viewed product,Fourth,Smartphone,Organic
3b361426,iPhone 6,Unknown,Unknown,viewed product,Fourth,Smartphone,Paid
befb8397,Samsung Galaxy S6 Flat,Sao Paulo,Brazil,viewed product,Fourth,Smartphone,Paid
f46d5168,Samsung Galaxy J5,Bahia,Brazil,viewed product,Fourth,Computer,Paid
37e98fe5,Motorola Moto X Play 4G Dual,Minas Gerais,Brazil,viewed product,Fourth,Computer,Paid
237613b8,iPhone 6,Unknown,Brazil,viewed product,Fifth,Smartphone,Paid
854b52b3,Samsung Galaxy S8,Goias,Brazil,visited site,Fourth,Smartphone,Paid
3d4c7093,Samsung Galaxy J5,Unknown,Unknown,viewed product,Fifth,Computer,Paid
560424ca,Samsung Galaxy J1 2016,Sao Paulo,Brazil,brand listing,Fourth,Computer,Paid
ce8feb55,0,0,0,checkout,Fourth,,
1b646fff,iPhone 6,Sao Paulo,Brazil,viewed product,Fourth,Smartphone,Paid
d3804ec0,Samsung Galaxy S6 Flat,Unknown,Brazil,brand listing,Fourth,Smartphone,Organic
6f2fabcb,Samsung Galaxy J7,Santa Catarina,Brazil,viewed product,Fifth,Computer,Paid
71d63a63,Samsung Galaxy S7,Piaui,Brazil,visited site,Fourth,Smartphone,Paid
54c114bf,Samsung Galaxy J7,Rio de Janeiro,Brazil,viewed product,Fourth,Smartphone,Paid
aba3e484,Motorola Moto G2 3G Dual,Sao Paulo,Brazil,viewed product,Fourth,Computer,Paid
fef78fb4,0,0,0,generic listing,Fourth,Smartphone,Referral
2f94978c,Samsung Galaxy Grand Duos i9082,Sao Paulo,Brazil,ad campaign hit,Fourth,Smartphone,Paid
f70deb71,iPhone 6,Bahia,Brazil,generic listing,Fourth,Computer,Paid
4c0324a9,Motorola Moto X2,Unknown,Brazil,viewed product,Fourth,Smartphone,Paid
8647c8e8,Samsung Galaxy J7 Prime,Parana,Brazil,searched products,Fourth,Smartphone,Direct
c2f85ebc,Samsung Galaxy J5,Sao Paulo,Brazil,viewed product,Fourth,Smartphone,Organic
6e4708f9,Samsung Galaxy J1 Mini,Rio de Janeiro,Brazil,viewed product,Second,Computer,Paid
2700db14,Samsung Galaxy S7 Edge,Parana,Brazil,viewed product,Fourth,Computer,Direct
0e204784,iPhone 6,Piaui,Brazil,viewed product,Fourth,Computer,Organic
efc24c32,Samsung Galaxy S6 Edge,Sao Paulo,Brazil,viewed product,Second,Computer,Organic
7f202b05,iPhone 7 Plus,Sao Paulo,Brazil,viewed product,Second,Computer,Paid
39a2f84a,LG G4 Beat H736,Federal District,Brazil,brand listing,Third,Smartphone,Referral
921392a8,Samsung Galaxy S6 Edge Plus,Sao Paulo,Brazil,viewed product,Second,Computer,Paid
1f8c6473,Samsung Galaxy S5,Rio de Janeiro,Brazil,viewed product,Second,Computer,Paid
b9667360,Samsung Galaxy S6 Flat,Rio Grande do Sul,Brazil,viewed product,Fourth,Smartphone,Paid
eb137be8,Samsung Galaxy S6 Edge,Bahia,Brazil,viewed product,Second,Computer,Paid
2b8a9276,iPhone 6,Sao Paulo,Brazil,viewed product,Second,Smartphone,Organic
030071f1,iPhone 4S,Unknown,Brazil,viewed product,Second,Smartphone,Referral
82025828,Samsung Galaxy Note 8,Sao Paulo,Brazil,viewed product,Second,Smartphone,Paid
9530a12d,iPhone 6 Plus,Espirito Santo,Brazil,viewed product,Second,Smartphone,Referral
dae23494,Samsung Galaxy J7,Pernambuco,Brazil,viewed product,Third,Computer,Paid
4794cf37,Motorola Moto G4 Plus,Sao Paulo,Brazil,viewed product,Second,Computer,Paid
6366c39a,iPhone 6,Para,Brazil,viewed product,First,Computer,Paid
5f68034a,iPhone 6,Sao Paulo,Brazil,viewed product,Fourth,Computer,Direct
a6312a03,iPhone 7,Unknown,Brazil,search engine hit,First,Computer,Organic
b8d5e750,Motorola Moto G3 4G,Unknown,Brazil,viewed product,Second,Computer,Referral
0225de65,Samsung Galaxy S5,Rio de Janeiro,Brazil,viewed product,Second,Smartphone,Paid
1bce63e3,iPhone 5s,Sao Paulo,Brazil,viewed product,Second,Smartphone,Paid
3d7e6761,Samsung Galaxy S6 Flat,Minas Gerais,Brazil,visited site,Fifth,Smartphone,Referral
fb0b5e42,LG Prime Plus H522,Unknown,Brazil,viewed product,Fourth,Computer,Referral
6d628f8f,iPhone 6S,Sao Paulo,Brazil,ad campaign hit,Fourth,Smartphone,Paid
50225c3b,Samsung Galaxy S7 Edge,Minas Gerais,Brazil,viewed product,Fourth,Computer,Organic
5f12ae5a,Samsung Galaxy J5,Rio de Janeiro,Brazil,viewed product,Fourth,Computer,Organic
edea5baa,iPhone 6S Plus,Unknown,Brazil,ad campaign hit,Fourth,Computer,Paid
09de733b,iPhone 7,Sao Paulo,Brazil,viewed product,Fourth,Computer,Paid
3d1d8720,iPhone 7 Plus,Federal District,Brazil,viewed product,Fourth,Computer,Direct
b6700550,iPhone SE,Unknown,Brazil,viewed product,Fourth,Computer,Organic
eb82e778,iPhone SE,Unknown,Brazil,viewed product,Fourth,Computer,Organic
cf66a1bd,iPhone 5s,Minas Gerais,Brazil,viewed product,Fourth,Smartphone,Direct
3e2e7262,Samsung Galaxy Note 8,Mato Grosso,Brazil,viewed product,Fourth,Computer,Paid
f729026d,iPhone 5s,Minas Gerais,Brazil,viewed product,Fourth,Computer,Paid
a7fac7fe,Samsung Galaxy A9 Pro 2016,Sao Paulo,Brazil,viewed product,Fourth,Computer,Paid
f3ba74f3,iPhone 5s,Parana,Brazil,ad campaign hit,Fourth,Smartphone,Paid
8f2a9998,Samsung Galaxy J7 Neo,Minas Gerais,Brazil,viewed product,Fourth,Computer,Organic
0d2f0733,Samsung Galaxy Gran Prime Duos TV,Rio de Janeiro,Brazil,viewed product,Fourth,Computer,Paid
7845dc24,iPhone 5s,Unknown,Brazil,viewed product,Fourth,Computer,Paid
bff05c9a,Samsung Galaxy S7,Goias,Brazil,viewed product,Fifth,Computer,Referral
6c194141,Motorola Moto G2 4G Dual,Parana,Brazil,brand listing,Fourth,Computer,Paid
2bca36a8,Motorola Moto X2,Sao Paulo,Brazil,viewed product,Fourth,Computer,Paid
d24f8299,iPhone 6S,Unknown,Brazil,viewed product,Fourth,Smartphone,Paid
a8f245f4,iPhone 6,Sao Paulo,Brazil,viewed product,Fourth,Smartphone,Paid
