DAY(timestamp),MONTH(timestamp),WEEKDAY(timestamp),person
22,5,1,9d3de92a
30,5,2,9d3fe222
24,5,3,9d42fe34
24,5,3,9d4341c3
22,5,1,9d4919ca
17,5,3,9d4c7016
25,5,4,9d4cc30d
19,5,5,9d50174b
16,5,2,9d51b57b
25,5,4,9d52ab5f
26,5,5,9d547f90
31,5,3,9d554d86
29,5,1,9d576201
24,5,3,9d58b3e8
24,5,3,9d5946b7
15,5,1,9d5e20a5
24,5,3,9d5e9634
24,5,3,9d5f8900
28,5,0,9d5f96c5
23,5,2,9d608808
24,5,3,9d612732
22,5,1,9d61d80c
18,5,4,9d623b9a
24,5,3,9d634f4b
22,5,1,9d66beed
23,5,2,9d68270d
1,5,1,9d6a12c5
16,5,2,9d6b07ab
24,5,3,9d6c1442
19,5,5,9d6d03ab
26,5,5,9d727634
15,5,1,9d7330fa
29,4,6,9d743313
14,5,0,9d746baf
25,5,4,9d747a76
30,5,2,9d7a160f
23,5,2,9d7c36b4
25,5,4,9d808fa6
31,5,3,9d822aa9
31,5,3,9d84519b
16,5,2,9d87b5c1
21,5,0,9d87de7a
16,5,2,9d88b04e
28,5,0,9d8a53a0
28,5,0,9d8b8088
31,5,3,9d8d7621
31,5,3,9d8dc661
29,5,1,9d8e494c
24,5,3,9d92cb07
30,5,2,9d95a278
25,5,4,9d96cd70
23,5,2,9d97f7d2
6,5,6,9d983fa6
22,5,1,9d98eb33
31,5,3,9d996a99
18,5,4,9d9bbc63
31,5,3,9d9c0c29
15,5,1,9d9cf402
24,5,3,9d9e9475
24,5,3,9d9f8c22
19,5,5,9da225d8
31,5,3,9da26d3e
30,5,2,9da3a242
30,5,2,9da46e1e
31,5,3,9da5c8dc
24,5,3,9da924cb
17,5,3,9daa4cac
31,5,3,9daae8b8
30,5,2,9dac10f1
16,5,2,9dac1769
31,5,3,9dac5aef
31,5,3,9db05848
23,5,2,9db0f7a2
30,5,2,9db435b9
19,5,5,9db69ba0
31,5,3,9db782a0
31,5,3,9db85e35
27,5,6,9dbe69eb
24,5,3,9dbf1b52
29,5,1,9dbf41e5
31,5,3,9dc314e1
31,5,3,9dc3376c
15,5,1,9dc511e6
24,5,3,9dc590cc
31,5,3,9dc95de3
30,5,2,9dcaa31f
30,5,2,9dccdfee
26,5,5,9dcd4be4
26,5,5,9dcee64b
15,5,1,9dcf149c
31,5,3,9dcf5b1b
7,4,5,9dcfb536
29,5,1,9dd0451d
31,5,3,9dd0868e
30,5,2,9dd1cce5
31,5,3,9dd22d6f
7,5,0,9dd2af98
30,5,2,9dd6dd91
18,5,4,9dd88c89
19,5,5,9ddc22ab
22,5,1,9ddfa6f4
30,5,2,9de324f3
30,5,2,9de4a984
20,5,6,9de682ea
28,5,0,9de86de1
18,5,4,9de9752d
22,5,1,9deac734
31,5,3,9deb1dfa
21,5,0,9decdb9d
31,5,3,9def8719
30,5,2,9df0e397
31,5,3,9df1e6aa
30,5,2,9df21469
29,5,1,9df4f384
18,5,4,9df61cc7
25,5,4,9df69e34
31,5,3,9df7226c
18,5,4,9df7b18a
30,5,2,9dfb5c26
30,5,2,9dff3025
17,5,3,9e001faa
30,5,2,9e015932
29,5,1,9e026104
30,1,1,9e061e8b
30,5,2,9e06eeb5
17,5,3,9e073deb
21,5,0,9e08df06
29,5,1,9e0ebcba
27,5,6,9e12ba3d
25,5,4,9e12f04b
31,5,3,9e13a1c1
31,5,3,9e1423d5
19,5,5,9e150660
31,5,3,9e1586d5
20,5,6,9e15b84e
27,5,6,9e15bf38
24,5,3,9e160f67
22,5,1,9e185084
29,5,1,9e1981f5
17,4,1,9e1ab0e1
29,5,1,9e1c7a82
31,5,3,9e1dc5bc
25,5,4,9e1f6ea6
22,5,1,9e233597
18,5,4,9e256c4c
23,5,2,9e28d1aa
24,5,3,9e297017
24,5,3,9e2b4435
23,5,2,9e2fd62b
24,5,3,9e310b43
16,5,2,9e32f517
24,5,3,9e345254
29,5,1,9e35e48c
29,5,1,9e38890b
30,5,2,9e38fe01
6,2,1,9e398d3b
31,5,3,9e3a7f69
20,5,6,9e3bb4f8
28,5,0,9e41f818
26,5,5,9e422e80
29,5,1,9e427016
28,5,0,9e42dbf1
31,5,3,9e430038
31,5,3,9e433751
24,5,3,9e4349f8
26,5,5,9e43a214
30,5,2,9e4981b9
17,5,3,9e4b45f7
27,5,6,9e4c40e8
27,5,6,9e4c4c9b
25,5,4,9e4e3d71
27,5,6,9e51c806
27,5,6,9e51e2d7
17,5,3,9e52b2b7
19,5,5,9e55f4d1
28,5,0,9e56d3d8
17,4,1,9e575788
30,5,2,9e595d31
21,5,0,9e5acf69
31,5,3,9e5b7a37
29,5,1,9e5d8dd7
1,3,3,9e6243e7
28,5,0,9e63a26c
30,3,4,9e655bed
28,5,0,9e658003
30,5,2,9e672c88
16,5,2,9e695ed4
31,5,3,9e6b0b00
25,5,4,9e6b8862
25,5,4,9e6bb622
23,5,2,9e6cefcb
29,5,1,9e6d54f5
29,5,1,9e6db963
24,5,3,9e6fadb5
19,5,5,9e6ff614
17,5,3,9e703fe3
31,5,3,9e7337bc
30,5,2,9e76fff9
25,5,4,9e772a9d
31,5,3,9e776b51
31,5,3,9e77dca4
21,5,0,9e791313
30,5,2,9e7c197e
31,5,3,9e7ceace
25,5,4,9e7e89aa
30,5,2,9e80af20
29,5,1,9e82c40c
29,5,1,9e852335
31,5,3,9e8567de
29,5,1,9e86c41c
21,5,0,9e880d8a
26,5,5,9e8a0f4b
8,5,1,9e8a4037
17,5,3,9e8b0053
6,3,1,9e8b8efc
25,5,4,9e9001af
31,5,3,9e906d63
24,5,3,9e98ceff
25,5,4,9e9a06cd
26,5,5,9e9a46a5
29,5,1,9e9a9651
29,5,1,9e9b48c9
22,5,1,9e9d6325
20,5,6,9e9e8206
2,1,1,9ea14cff
24,5,3,9ea46de9
17,5,3,9ea5dedf
30,5,2,9ea625a1
19,5,5,9ea68cd6
21,5,0,9ea71d78
25,5,4,9ea836fb
25,5,4,9ea899dd
24,5,3,9ea8b5af
26,5,5,9ea944eb
29,5,1,9ea98fee
15,5,1,9eaa548d
30,5,2,9eaebb67
29,5,1,9eaf3e12
25,5,4,9eb380ba
18,4,2,9eb89579
31,5,3,9eb8ad2d
31,5,3,9eb8e96b
7,5,0,9ec2c267
21,5,0,9ec2ded5
23,5,2,9ec446e9
26,5,5,9ec492bb
15,5,1,9ec77ab1
24,5,3,9ec7b4f5
30,5,2,9eca2f89
31,5,3,9ecb660c
25,5,4,9ecbe31d
18,5,4,9eceeaf4
3,3,5,9ecf8d11
23,5,2,9ed03688
23,5,2,9ed1009d
20,5,6,9ed28671
30,5,2,9ed2caaf
29,5,1,9ed4b9f2
26,5,5,9ed51fcd
17,3,5,9ed5bafa
24,5,3,9ed88aba
19,5,5,9ed9badf
31,5,3,9edba2eb
31,5,3,9ede5b31
26,5,5,9edf5466
31,5,3,9edfe37b
31,5,3,9ee02383
15,5,1,9ee0d1c7
29,5,1,9ee21e4e
22,5,1,9ee2d4fd
29,5,1,9ee3241d
31,3,5,9ee3c09b
16,5,2,9ee4e1ac
30,5,2,9ee8b95d
30,5,2,9ee9cd80
26,5,5,9ee9e983
24,5,3,9eea3b0d
17,5,3,9eea4f17
18,5,4,9eeb2742
22,5,1,9eeb6258
31,5,3,9eebe465
19,5,5,9ef1f3c9
16,5,2,9ef1f7f7
22,5,1,9ef2e6d9
20,5,6,9ef5573e
30,5,2,9ef5a0a3
23,5,2,9ef6b27b
21,5,0,9ef7bed1
31,5,3,9ef7c76b
30,3,4,9ef8bd41
22,5,1,9ef9f9e9
18,5,4,9efc30e0
30,5,2,9efdd4a8
15,5,1,9f00742f
23,5,2,9f009336
23,5,2,9f00bb8d
20,5,6,9f02f11c
31,5,3,9f06d41a
16,5,2,9f07f31c
19,5,5,9f0a3990
21,5,0,9f0ca520
25,5,4,9f11220f
21,5,0,9f1303d0
23,5,2,9f136f6b
23,5,2,9f148c46
26,5,5,9f187ab0
22,5,1,9f1df3d0
21,5,0,9f1e1383
9,5,2,9f1f007e
24,5,3,9f20128b
14,4,5,9f26665b
24,5,3,9f29ad25
28,5,0,9f29cbad
16,5,2,9f2dbc33
29,5,1,9f2e8020
31,5,3,9f30a6f8
17,5,3,9f31c8d8
22,5,1,9f31dff2
28,5,0,9f31f3ea
29,5,1,9f38aa75
21,5,0,9f38e049
24,5,3,9f3933d5
19,5,5,9f3ec30c
30,5,2,9f41ee2b
30,4,0,9f448dac
29,5,1,9f44d8e8
17,5,3,9f46c81a
22,5,1,9f476f17
15,5,1,9f48ed93
29,5,1,9f4ac259
31,5,3,9f4b9ff4
19,5,5,9f4c4c00
31,5,3,9f4c635f
27,5,6,9f4e771c
31,5,3,9f4f7722
22,5,1,9f517b1d
25,5,4,9f51da83
29,5,1,9f562de3
24,5,3,9f5689c8
28,5,0,9f58eccb
26,5,5,9f5a3651
30,5,2,9f5c1eb4
17,5,3,9f5c2cde
29,5,1,9f5ca355
28,5,0,9f5cc454
28,5,0,9f5dc628
15,5,1,9f603c01
18,5,4,9f612f87
31,5,3,9f679ca0
28,5,0,9f68e5dc
15,5,1,9f6bb1b8
21,5,0,9f6d598d
22,5,1,9f715728
31,5,3,9f720153
23,3,4,9f74a4ad
31,5,3,9f75e4ea
17,5,3,9f776154
22,5,1,9f77fc0b
31,5,3,9f789e0e
31,5,3,9f7b1a1e
29,5,1,9f7ba020
20,5,6,9f7c3dc3
31,5,3,9f7e6768
19,5,5,9f82046c
29,5,1,9f824c0a
26,5,5,9f84c6c6
21,5,0,9f85dcf8
30,5,2,9f85f3bf
31,5,3,9f87cefb
26,5,5,9f8c5879
21,5,0,9f8c5944
22,5,1,9f8e0f6e
16,5,2,9f91ab84
23,5,2,9f966c45
25,5,4,9f96a6cd
25,5,4,9f97bb04
20,5,6,9f9805fe
31,5,3,9f98e0ea
25,5,4,9f9986b3
16,5,2,9f9b2cca
23,5,2,9f9ba624
23,5,2,9f9d066f
25,5,4,9f9ee609
31,5,3,9fa23129
28,5,0,9fa373e3
20,5,6,9fa3ee4e
21,5,0,9fa67d9a
22,5,1,9fa8316f
27,5,6,9fa9f960
26,5,5,9faa9e46
31,5,3,9fad76e3
20,5,6,9fade252
23,5,2,9faf43a4
28,5,0,9fb027b3
20,5,6,9fb13879
23,5,2,9fb23150
24,5,3,9fb24eca
24,5,3,9fb2bd0f
22,5,1,9fb574af
18,5,4,9fb6bdba
31,5,3,9fb73440
30,5,2,9fb9686d
22,5,1,9fb9ebb7
3,5,3,9fbc9d91
31,5,3,9fbcf913
23,5,2,9fbdf06a
20,5,6,9fbfd45c
29,5,1,9fbff7bc
30,5,2,9fc30812
25,5,4,9fc34636
31,5,3,9fc502eb
31,5,3,9fca071a
30,5,2,9fca8e0d
18,5,4,9fd24189
23,5,2,9fd29799
23,5,2,9fd55864
31,5,3,9fd5e7e9
28,5,0,9fd7ee44
31,5,3,9fd82a31
21,5,0,9fd8fd9c
31,5,3,9fdaaa10
21,5,0,9fdc9765
31,5,3,9fdde45f
18,5,4,9fdecc2b
26,5,5,9fe2fd26
31,5,3,9fe43293
31,5,3,9fe50307
30,5,2,9fe63fa9
25,5,4,9fe6b623
27,5,6,9fe75b00
17,5,3,9fe78206
31,5,3,9fe83f51
29,5,1,9fe87efd
30,5,2,9fea1cef
29,5,1,9fea64a8
27,5,6,9fea8746
27,5,6,9feaa98d
23,5,2,9febefe8
22,5,1,9fef2550
31,5,3,9ff37692
22,5,1,9ff40232
7,4,5,9ff4e4ac
29,4,6,9ff53bd8
29,5,1,9ff5c849
31,5,3,9ff66ecc
24,5,3,9ff7c669
30,5,2,9ff9d5d2
25,5,4,9ffd8ebe
30,5,2,9ffdae4d
29,5,1,9fff7f79
28,5,0,a00167d1
26,5,5,a004747c
20,5,6,a004f414
31,5,3,a007043a
23,5,2,a00836a2
1,1,0,a0084db9
30,5,2,a008b5c4
29,3,3,a009d898
15,5,1,a00adfb5
31,5,3,a00ae4bf
22,5,1,a00d067c
20,5,6,a00f0ab9
18,5,4,a0105d92
26,5,5,a010f428
26,5,5,a0114dbf
31,5,3,a011b52f
27,5,6,a01223ae
28,5,0,a0126275
15,5,1,a012c92d
25,5,4,a012d449
28,5,0,a0188b64
28,5,0,a01901ed
26,5,5,a01b3dbf
23,5,2,a01db257
22,5,1,a020a147
13,5,6,a024f697
30,5,2,a0253103
30,5,2,a025ce95
29,5,1,a02b28f2
13,5,6,a031d47a
31,5,3,a031f2a8
18,5,4,a0353684
24,5,3,a0386974
24,5,3,a03932f3
27,5,6,a0398355
30,5,2,a03a1bf6
23,5,2,a03e65f9
18,5,4,a041f7f7
26,5,5,a0488aa5
30,5,2,a04a5cfc
4,5,4,a04b91a8
31,5,3,a04b9f72
16,5,2,a04e837d
21,5,0,a04ed7b1
30,5,2,a05124a5
26,5,5,a0522902
25,5,4,a0532666
27,5,6,a0536716
30,5,2,a0548988
28,5,0,a05522bf
26,5,5,a05a8e77
21,5,0,a05ada96
22,5,1,a05c74f9
16,5,2,a05d15b4
25,5,4,a05d1b36
14,5,0,a05ea5ac
17,5,3,a060e38f
25,5,4,a0634d52
7,5,0,a063d0f9
23,5,2,a064cda4
16,5,2,a06824b8
10,3,5,a0687f11
16,5,2,a068c715
17,5,3,a0690113
25,5,4,a06ac203
24,5,3,a06af6a8
28,5,0,a06b4b92
31,5,3,a06bf1d7
25,5,4,a070de17
15,5,1,a07310fe
18,5,4,a076ba9e
17,5,3,a076bb23
27,5,6,a076f078
29,5,1,a077d43a
26,5,5,a07daef5
19,5,5,a080af28
23,5,2,a08362aa
16,5,2,a083aa31
26,5,5,a083e4de
30,5,2,a0849fbd
20,5,6,a085955d
16,5,2,a086cc0c
27,5,6,a086f2a0
30,5,2,a08b5629
31,5,3,a08b7aa1
29,5,1,a08c3797
21,5,0,a08d42ea
23,5,2,a08d5e69
20,5,6,a08d68fe
31,5,3,a08d9a81
31,5,3,a08e9af4
22,5,1,a09211f6
26,5,5,a093546f
19,5,5,a094dfe5
28,5,0,a094fbbf
24,5,3,a09563f1
31,5,3,a0981bfd
22,5,1,a09825cf
31,5,3,a099af42
21,5,0,a09ae1cf
30,5,2,a09c1488
16,5,2,a09e147f
16,5,2,a09e4f60
19,5,5,a09e5a9e
19,5,5,a09e9931
28,5,0,a09f12d2
24,5,3,a09f7e32
24,5,3,a0a413ff
21,5,0,a0a4ced7
15,5,1,a0a66a40
30,5,2,a0a67d29
23,5,2,a0a70058
21,5,0,a0a91ce4
24,5,3,a0aa614d
18,5,4,a0aa62e3
31,5,3,a0ace454
17,5,3,a0ada262
31,5,3,a0af0041
24,5,3,a0b00079
28,5,0,a0b0bbef
21,5,0,a0b1765b
19,5,5,a0b1bafd
11,3,6,a0b2e467
31,5,3,a0b57323
21,5,0,a0b87cb5
31,5,3,a0b9899a
29,5,1,a0c3519f
16,5,2,a0c35867
31,5,3,a0c515ab
21,5,0,a0c7979e
19,5,5,a0c8a62c
23,5,2,a0cc1ccb
17,5,3,a0ccd061
29,5,1,a0cf85b8
22,5,1,a0cfe9e4
25,5,4,a0d4ab49
26,5,5,a0d4b0c6
21,5,0,a0d61cb7
26,5,5,a0d795fb
31,5,3,a0d98d90
8,5,1,a0dca96a
31,1,2,a0ddb32a
25,5,4,a0de02fd
16,5,2,a0deb1de
31,5,3,a0e2a168
25,5,4,a0e3eff0
30,5,2,a0e4869e
27,5,6,a0e55991
28,5,0,a0e69ed2
20,5,6,a0e6c6d4
31,5,3,a0ed745a
15,5,1,a0edbe1c
29,5,1,a0ee19f5
20,5,6,a0f09790
30,5,2,a0f143aa
30,5,2,a0f2f83a
26,5,5,a0f4698b
17,5,3,a0f8dfba
20,5,6,a0f9f3fe
19,5,5,a0fe4e07
23,5,2,a10096bf
23,5,2,a102140c
30,5,2,a103c5e5
31,5,3,a1071a5b
15,5,1,a107c651
14,3,2,a1094312
16,5,2,a109ca91
31,5,3,a10b4e06
29,5,1,a10d0105
16,5,2,a10d7315
29,5,1,a10fe550
16,5,2,a1101a0e
17,5,3,a1138329
22,5,1,a1161977
19,5,5,a1178a49
31,5,3,a1182406
28,5,0,a11be3a7
28,5,0,a11c0874
28,5,0,a11ca9f4
28,5,0,a12403da
30,5,2,a1240e08
28,5,0,a1266388
20,5,6,a126b54c
31,5,3,a12d4fbe
31,5,3,a12db6e5
21,5,0,a13076e6
25,5,4,a131e9ba
29,5,1,a1324174
20,5,6,a133449b
27,5,6,a1365e22
31,5,3,a1366568
29,5,1,a139fb32
31,5,3,a13c8ead
26,5,5,a142c7d0
25,5,4,a1436245
31,5,3,a143ba5b
29,5,1,a1551e29
30,5,2,a1560c1b
28,5,0,a1563d88
30,5,2,a157bc63
31,5,3,a15c1b4a
22,5,1,a15f0c01
25,5,4,a160631f
11,5,4,a161fd76
31,5,3,a163f835
30,5,2,a164f58c
18,5,4,a1687309
31,5,3,a169afb6
31,5,3,a16a0211
29,5,1,a16bc220
28,5,0,a16da546
29,5,1,a16de9d3
24,5,3,a16e2aff
18,5,4,a16e4b9a
28,5,0,a16f2d37
27,5,6,a173902a
26,5,5,a1789cd4
23,5,2,a17b0703
27,5,6,a17b5a95
26,5,5,a17cf5d4
29,5,1,a17f7e85
19,5,5,a1806313
24,5,3,a183c923
23,5,2,a183e26b
3,5,3,a1840be8
24,5,3,a1843f37
24,5,3,a18b544f
28,5,0,a18c0654
28,5,0,a18ca1c0
20,5,6,a18eb9fd
28,5,0,a1909a88
31,5,3,a190c061
27,5,6,a190e34a
31,5,3,a1916263
31,5,3,a1918050
27,5,6,a1934434
31,5,3,a196e8d4
24,5,3,a19e39e6
30,5,2,a19f0753
18,5,4,a1a07c7f
31,5,3,a1a2321c
15,5,1,a1a933d3
31,5,3,a1ab5834
27,5,6,a1afba6a
19,5,5,a1b06da2
31,5,3,a1b0d9e0
30,5,2,a1b0ffee
26,5,5,a1b25eb0
16,5,2,a1b4ceb8
3,5,3,a1b4d5e8
18,5,4,a1b5be7a
2,2,4,a1b635d0
16,5,2,a1b69c09
25,5,4,a1b6fde7
18,5,4,a1b7c112
22,3,3,a1b83305
20,5,6,a1b96449
30,5,2,a1ba1850
29,5,1,a1bb5c36
16,5,2,a1bdab18
26,5,5,a1c0c4af
21,5,0,a1c1e013
17,5,3,a1c2a901
30,5,2,a1c4090f
31,5,3,a1c5e5a1
18,5,4,a1c8fdb7
31,5,3,a1c9594e
18,5,4,a1c967fa
31,5,3,a1cbd87d
22,5,1,a1d19bfa
31,5,3,a1d1e7de
26,5,5,a1d203a5
17,5,3,a1d5ce5e
24,5,3,a1d62ea5
16,5,2,a1d67932
22,5,1,a1d69a56
31,5,3,a1d6e227
23,5,2,a1d76d95
29,5,1,a1daea1b
29,5,1,a1dc006d
14,5,0,a1dd3845
30,5,2,a1ddb65f
31,5,3,a1e0fc95
26,5,5,a1e27d28
22,5,1,a1e4ad80
31,5,3,a1e62938
23,5,2,a1e64096
19,5,5,a1e66823
9,1,1,a1e9bfdb
28,5,0,a1ef46ff
31,5,3,a1f1307e
30,5,2,a1f1c36b
30,5,2,a1f41297
27,5,6,a1f45e86
21,5,0,a1f60ebc
29,5,1,a1f77448
29,5,1,a1fe934d
30,5,2,a2018638
16,5,2,a2025ef1
18,5,4,a2047c1a
21,5,0,a204f7e2
28,5,0,a2051520
31,5,3,a20658ba
22,5,1,a20774c5
26,5,5,a207e98f
23,5,2,a2085f61
27,5,6,a209f7d3
29,5,1,a20a8f28
23,5,2,a20b9550
10,2,5,a20c0b65
18,2,6,a20d70d4
29,5,1,a20de32e
28,5,0,a20de558
30,5,2,a20e5e2c
17,5,3,a211b87e
30,5,2,a21222e2
16,5,2,a212efb2
31,5,3,a21475b3
16,5,2,a219ce6e
22,5,1,a21b12d6
29,5,1,a21c67ff
21,5,0,a21e9fbb
27,5,6,a221b1bf
21,5,0,a2220553
31,5,3,a2232404
31,5,3,a2242e99
31,5,3,a2259876
30,5,2,a2262fb7
26,5,5,a2298439
31,5,3,a22cd205
30,5,2,a23054cd
29,5,1,a230bd8d
31,5,3,a238c562
24,5,3,a23976c7
29,4,6,a23d81db
24,5,3,a23fc289
31,5,3,a240209e
31,5,3,a2421c65
19,5,5,a242c4dd
26,5,5,a243b53a
18,5,4,a243ee5e
31,5,3,a245547f
23,5,2,a2458527
20,5,6,a24702e2
29,5,1,a249adcb
28,5,0,a249ddee
29,5,1,a24c0b5f
27,5,6,a24c49cf
30,5,2,a24c543b
23,5,2,a24e6d5c
21,5,0,a24e8875
22,5,1,a24f683a
21,5,0,a2503a09
19,5,5,a25181d8
26,5,5,a253fdec
9,2,4,a2541b86
21,5,0,a261573f
23,5,2,a2630a27
17,5,3,a264cfb3
24,5,3,a268ff53
24,5,3,a2698b54
27,5,6,a26cf016
28,5,0,a26dcd50
31,5,3,a272ac38
28,5,0,a272be04
24,5,3,a2749d1f
23,5,2,a2749ec9
19,5,5,a274bd7e
28,5,0,a27508d0
22,5,1,a2759895
30,5,2,a278926c
21,5,0,a278eb44
23,5,2,a2793161
27,5,6,a279339a
31,5,3,a279f4d0
29,5,1,a27c8e94
22,5,1,a27ce7d1
31,5,3,a27e9214
29,5,1,a280c83d
17,5,3,a2849b80
31,5,3,a2852d91
29,5,1,a286d967
30,5,2,a2881b7a
28,5,0,a28889e8
22,5,1,a289a0e2
17,5,3,a289d234
17,5,3,a28a91ef
27,5,6,a28cb2f2
22,5,1,a28d5f78
28,5,0,a28f4aaa
23,5,2,a28f4e87
14,5,0,a28ff2a6
29,5,1,a2922b73
25,5,4,a292b6b9
28,5,0,a2930658
24,5,3,a295ae59
15,5,1,a299fd22
28,3,2,a29aef44
26,5,5,a29b45ad
15,5,1,a29c3ba2
20,5,6,a29cab0e
24,5,3,a2a03ca1
7,4,5,a2a4a31f
24,5,3,a2a5b008
23,5,2,a2a98ef4
28,5,0,a2afd625
28,5,0,a2aff903
25,5,4,a2b14166
24,5,3,a2b18202
24,4,1,a2b1e355
31,5,3,a2b41f02
26,5,5,a2b4378d
15,5,1,a2b475d3
27,5,6,a2b49387
17,5,3,a2b5e721
28,5,0,a2b77f5a
1,4,6,a2b7adbf
25,3,6,a2b90da4
22,5,1,a2bb489f
29,5,1,a2bbd2d2
19,5,5,a2bcd5f8
24,5,3,a2bd05e8
31,5,3,a2be5e76
31,5,3,a2c334c5
29,5,1,a2c42b55
17,1,2,a2c584f0
26,5,5,a2c9bda9
30,5,2,a2cb002b
24,5,3,a2cdac75
19,5,5,a2cdde40
29,5,1,a2ce62b0
31,5,3,a2ce8f2c
17,5,3,a2d45a24
26,5,5,a2d6bce9
29,5,1,a2d7cb07
31,5,3,a2dc7f9a
27,5,6,a2dd0f8e
31,5,3,a2dd3fa8
15,5,1,a2e0d178
18,5,4,a2e2f882
27,5,6,a2e7272c
17,4,1,a2e82ab3
29,5,1,a2e8bc8e
27,3,1,a2eff279
30,5,2,a2f3d7d3
31,5,3,a2f5b757
29,5,1,a2f5e5b6
23,5,2,a2f70e1c
31,5,3,a2f74923
15,5,1,a2f7ddbf
16,5,2,a2f96e5d
7,5,0,a2f9e8a3
21,5,0,a2fa915a
26,5,5,a2fc649a
17,5,3,a2fdce5f
22,5,1,a2fe52fc
30,5,2,a2ff073e
30,5,2,a3027446
29,5,1,a30504be
23,5,2,a306c4d6
24,5,3,a3091bef
25,5,4,a3098d06
21,5,0,a30a15a2
30,5,2,a30b65a7
25,5,4,a30e5b28
30,5,2,a30eb520
31,5,3,a310fb8f
18,5,4,a3142496
9,5,2,a316185d
31,5,3,a3189c4d
19,5,5,a31ad9af
23,5,2,a31aeb66
24,5,3,a323a407
23,5,2,a326af69
29,5,1,a3279f55
27,5,6,a327dfdc
16,5,2,a32a2907
27,5,6,a32bf061
28,5,0,a32cc4a3
31,5,3,a32d2d10
18,5,4,a32e098e
25,5,4,a32e3f97
30,5,2,a32e4147
28,5,0,a333f4ff
31,5,3,a33612bd
24,5,3,a336de62
25,5,4,a3397229
23,5,2,a33a1e8d
28,5,0,a33ad2df
18,5,4,a33bdc8e
24,5,3,a33bf4b5
15,5,1,a33da662
28,5,0,a33db8bc
31,5,3,a33ebc20
29,5,1,a33f1fba
30,5,2,a3411d4f
19,5,5,a34152fc
23,3,4,a348e31e
14,5,0,a34a2064
28,5,0,a34bbeec
23,5,2,a34d4cc8
27,5,6,a34e0eea
16,5,2,a34f7f66
29,5,1,a350bd71
26,5,5,a3532a87
24,5,3,a3548a03
23,5,2,a356ff37
31,5,3,a358e3eb
21,5,0,a35966f4
30,5,2,a35debd3
31,5,3,a35f05be
27,5,6,a35f6b91
31,5,3,a361ca9d
26,5,5,a3650acb
18,5,4,a3651c04
30,5,2,a36e6fdc
27,3,1,a36ec27c
31,5,3,a378a1d2
25,5,4,a37a47b3
19,5,5,a37a9852
22,5,1,a37b09f7
29,5,1,a37b7d53
30,5,2,a37ca6fa
22,3,3,a37d55ab
31,5,3,a381a33f
22,5,1,a382bb45
18,5,4,a384207e
15,5,1,a384dd37
15,5,1,a38956a8
24,5,3,a38ba127
30,5,2,a38fd410
25,5,4,a3952fc0
30,5,2,a397d7ea
28,5,0,a39c2e29
22,5,1,a39dfc70
28,5,0,a3a0f234
28,5,0,a3a172ed
29,5,1,a3a329b7
17,5,3,a3a339fa
22,5,1,a3a66827
27,5,6,a3a7201e
30,5,2,a3a8a026
26,5,5,a3a8b6d4
30,5,2,a3a9c84a
6,5,6,a3aab892
20,5,6,a3ac8898
29,5,1,a3ae343c
25,5,4,a3aebe23
17,5,3,a3aec4f9
22,5,1,a3af00a3
29,5,1,a3af210b
21,5,0,a3af8472
30,5,2,a3b3e48e
22,5,1,a3b468bc
30,5,2,a3b5be7b
24,5,3,a3b7201b
21,5,0,a3b79b53
17,5,3,a3b8b76f
31,5,3,a3bc1606
31,5,3,a3bca06b
30,5,2,a3bf389f
29,5,1,a3bfc2a0
21,5,0,a3c05731
25,5,4,a3c0fe57
27,5,6,a3c1ddd0
26,3,0,a3c20660
29,3,3,a3c23be0
28,5,0,a3c26398
25,5,4,a3c4e6a2
30,5,2,a3c607b1
22,5,1,a3c623c0
17,5,3,a3c6bc38
5,5,5,a3c7510a
21,3,2,a3c991fc
29,5,1,a3cc11f3
4,5,4,a3cd4fbd
24,4,1,a3ce3e27
29,5,1,a3ceb5b9
25,3,6,a3d262fe
19,5,5,a3d2dc66
27,5,6,a3d3ef97
27,5,6,a3d47626
29,5,1,a3d4d264
20,5,6,a3db5827
28,5,0,a3de2b6b
28,5,0,a3e01fff
23,5,2,a3e172c7
28,5,0,a3e378d7
27,5,6,a3e84613
11,5,4,a3e9b1bd
21,5,0,a3ea421e
17,5,3,a3eadf60
31,5,3,a3eb4af5
24,5,3,a3ec064b
23,5,2,a3eff957
31,5,3,a3eff99d
26,5,5,a3f18585
22,5,1,a3f2a098
31,5,3,a3f5d158
30,5,2,a3f60054
30,5,2,a3f94bf8
16,5,2,a3f9efdc
31,5,3,a3faa0e5
31,5,3,a3fc536c
23,5,2,a3fc70c1
28,5,0,a3fddd60
29,5,1,a3fe783c
17,5,3,a404caa8
25,5,4,a4058849
31,5,3,a40733f9
31,5,3,a408c38e
31,5,3,a40ab19e
31,5,3,a40b4424
24,5,3,a40c2ce2
29,5,1,a40e69b1
31,5,3,a40f45e9
23,5,2,a40fca23
21,5,0,a40fd2fa
15,5,1,a410eb8b
30,5,2,a4113a6c
26,3,0,a4147278
25,5,4,a414d4dc
24,5,3,a4151033
30,5,2,a415aa3d
21,5,0,a4166af0
22,5,1,a4178891
26,5,5,a4208f1a
20,5,6,a4227157
29,5,1,a4227fbc
17,5,3,a4271e2e
13,2,1,a4294d41
28,5,0,a429fc48
31,5,3,a42d84f2
21,5,0,a42dc443
18,5,4,a436312c
18,5,4,a436658d
